데이,표제어,예문,동의어 1,동의어 2,동의어 3,동의어 4,동의어 5
7,cultivate,Companies have to procure and cultivate talented personnel.,develop,enlighten,,,
7,fanatic,"As part of his active campaign, the Judo fanatic stepped into the mixed martial arts ring held in Moscow.",activist,devotee,extremist,maniac,
7,monotonous,Factory workers are paid more than office workers because their work is more monotonous.,boring,dull,humdrum,tedious,
7,disaster,The movie is about a father who protects his family from a disaster.,calamity,cataclysm,catastrophe,mishap,
7,tighten,The government has decided to tighten its immigration policy.,constrict,stiffen,tense,,
7,symptom,Depression is also a symptom of Alzheimer's.,sign,syndrome,,,
7,virago,The poor man has a virago of a wife.,shrew,termagant,vixen,,
7,postulate,Most eschatologies postulate that God and the otherworld are existent.,posit,premise,demand,,
7,aid,Families with three or more children will receive more aid.,assistance,backing,support,,
7,fractious,Children often get fractious and tearful when tired.,grouchy,irritable,unruly,,
7,status,She achieved celebrity status overnight.,position,rank,circumstances,conditions,
7,interrupt,"Sorry to interrupt, but there's someone to see you.",disturb,intervene,intrude,,
7,mainstay,The Quran is the mainstay of Islamic life and culture.,backbone,bulwark,pillar,prop,
7,compel,Compelling students to only study textbooks may bring about side effects.,coerce,constrain,force,impel,oblige
7,dissertation,"In my opinion, your dissertation needs a lot of corrections.",disquisition,monograph,paper,thesis,treatise
7,nullify,The president has used his veto power to nullify laws passed by the congress.,annul,cancel,invalidate,negate,void
7,homologous,The seal's flipper is homologous with the human arm.,corresponding,similar,,,
7,pasture,Sheep and cows werer grazing in the pasture.,grassland,meadow,ranch,,
7,instant,The medicine showed an instant effect.,immediate,instantaneous,prompt,quick,
7,remove,"Fortunately, the police were able to safely remove the bomb.",delete,eliminate,eradicate,erase,
7,orator,The orator represented the importance of the bill to his audience.,speaker,,,,
7,lower,The government is pushing to lower mobile phone charges.,abase,debase,degrade,,
7,travail,"Behind the success of Hines Ward, the Most Valuable Player of American Super Bowl, his mother's travail has been a great driving force.",agony,childbirth,,,
7,characteristic,Self-confidence is the most important characteristic to have in order to succeed.,feature,hallmark,peculiarity,,
7,abjure,He abjured the world and became a monk.,abandon,recant,renounce,,
7,preface,"In his preface, he thanked all the people who had helped him.",foreword,introduction,,,
7,reprehensible,"The parents of the abused child demanded her teacher's resignation, saying his behavior had been reprehensible.",blameworthy,censurable,culpable,,
7,minstrel,A minstrel was a popular musician and also a great lyricist in the Middle Ages.,bard,songstress,troubadour,,
7,defer,The restructuring of the company was deferred because of the employees' demonstration.,delay,postpone,procrastinate,put off,
7,competent,He lost his place as he wasn't competent enough.,able,qualified,,,
7,competent,He is competent to do the task.,adequate,,,,
7,erode,Wind and rain have eroded the status into shapeless chunks of stone.,abrade,corrode,gnaw,,
7,erode,Her confidence has been slowly eroded by repeated failures.,destroy,undermine,weaken,,
7,unilateral,Unilateral disarmament is the decision by one side in a conflict to lay down its arms.,one-sided,,,,
7,occurrence,The occurrence of cyber crime is on the rise every year.,event,happening,incident,matter,
7,grueling,Airplane workers demonstrated to call travelers' attention to their grueling shifts.,arduous,exhausting,laborious,,
7,prosper,We need to create a climate in which business can prosper.,bloom,boom,flourish,succeed,thrive
7,womb,The child in the womb deserves the right to life.,uterus,,,,
7,bondage,"In the United States right this moment, 60,000 people are living in human bondage, or slavery.",serfdom,servitude,slavery,thrall,
7,apprehend,He was apprehended on suspicion of fabricating official documents.,arrest,catch,seize,,
7,apprehend,I apprehended that the situation was serious.,comprehend,grasp,understand,,
8,contagious,Diabetes is not a disease that is considered contagious.,catching,communicable,infectious,,
8,pension,A person who reaches 65 isentitled to a pension.,allowance,annuity,scholarship,,
8,justify,The end doesn't always justify the means.,legitimate,vindicate,,,
8,sumptuous,The couple dined in sumptuous surroundings.,extravagant,lavish,luxurious,swish,
8,insomnia,Irregular sleeping habits can lead to insomnia.,insomnolence,sleeplessness,,,
8,profound,His world of art is too profound to understand.,abstruse,esoteric,recondite,,
8,shelter,"Medical assistance, shelter, clothing, and clean water are needed for survivors of the eqrthquake.",asylum,haven,sanctuary,,
8,exacting,He was an exacting man to work for.,rigorous,severe,,,
8,exacting,Paul has been engaged in exacting labor.,arduous,painstaking,,,
8,superstition,We are living in the 21st century but we still believe in superstitions.,aberglaube,iconolatry,idolatry,idol worship,
8,quagmire,Heavy rain had turned the grass into a quagmire.,bog,morass,slough,,
8,quagmire,There is no easy way out of this quagmire.,plight,predicament,,,
8,announce,TV and radio announce spot news minutes after it happens.,declare,report,,,
8,magniloquent,"It is one of the most hackneyed, magniloquent and portentous speeches I've ever come across.",bombastic,grandiloquent,pompous,,
8,disappoint,Many pizza lovers are disappointed at the franchises' false advertisement.,dishearten,dismay,let down,,
8,stalwart,"The Reverend John Fee, a stalwart opponent of slavery, established Berea in 1855 as a one-room schoolhouse.",hardy,stout,,,
8,camaraderie,He felt real camaraderie from his colleague when he was placed in a difficult situation.,comradeship,fellowship,friendship,,
8,bar,The players are barred from drinking alcohol the night before a match.,hinder,obstruct,block,prevent,
8,fracas,The police officer was also injured in that fracas.,brawl,fight,melee,quarrel,
8,intend,I did not intend to insult you at all.,aim,contemplate,design,plan,
8,synergy,"When the two joins forces to create a new mobile service, the synergy can be endless.",coaction,collaboration,cooperation,,
8,apprise,The magazine apprised its readers of an increase in rates beginning January 1.,acquaint,inform,notice,notify,
8,ludicrous,"Hindu Indians don't fear death, and the notion of fighting off aging is ludicrous to them.",absurd,foolish,laughable,ridiculous,
8,reincarnation,"Many Indians believe in the concept of reincarnation; in other words, they believe that once you die, you become reborn as another living thing.",metempsychosis,rebirth,,,
8,impromptu,The impromptu speech received as much publicity as a carefully planned announcement.,extemporaneous,extempore,offhand,spontaneous,
8,impromptu,I spoke impromptu for about half an hour and then answered questions.,extempore,offhand,offhandedly,,
8,demeanor,Her whole demeanor is a façade.,behavior,conduct,manner,mien,
8,astronomical,The costs in ecological and human health terms have been astronomical.,enormous,gigantic,tremendous,,
8,cite,"Some people doubt his ability to make a sound judgement in major decisions, citing his lack of political experience.",quote,mention,,,
8,rift,Efforts to heal the rift between the two countries have failed.,breach,division,,,
8,gloomy,The political state of Europe presents a gloomy outlook.,depressed,dismal,melancholy,miserable,
8,enigma,"The inventor researched this enigma, and found a clue.",conundrum,mystery,puzzle,riddle,
8,transpire,It transpired that the gang had had a contact inside the bank.,come to light,leak out,,,
8,mores,Every culture has developed its own social mores that are independent of other cultures.,conventions,custom,manners,practice,
8,prey,"We live in a world where the strong prey upon the weak,",game,quarry,victim,,
8,curtail,Smoking sharply curtails life span.,diminish,lessen,reduce,shorten,
8,fluent,We hope John will become fluent in many more languages.,eloquent,facile,flowing,silver-tongued,voluble
8,nomad,The Mongols are traditional nomads who are known for cattle raising and horse breeding on their huge grasslands.,itinerant,migrant,rover,wanderer,
8,overnight,Becoming rich overnight is just a daydream.,brief,sudden,,,
8,disinterested,"The president must appoint disinterested individuals to the special committee, insofar as impartiality is the key to its success.",fair,impartial,,,
8,forestall,Try to anticipate what your child will do and forestall problems.,preclude,prevent,,,
8,capacity,They should have a capacity to understand the minds and feelings of other people.,size,volume,,,
8,visceral,She had a visceral dislike of all things foreign.,instinctive,intuitive,splanchnic,,
8,purchase,Our web sites do not sell products for purchase by children.,buy,,,,
8,witch,Many innocent people have been victims of witch hunts.,enchantress,hag,sorceress,,
8,beatific,"The name of the beatific figure is Bodhisattva Padmapani, a Buddhist deity who represents infinite compassion.",blissful,rapturous,,,
8,recline,Sleep generally will not come when your body is reclined or when your mind won't relax.,lean,"lie down,",rest,,
